代码,日期,股票名字,收盘价,涨幅%,成交额(万元),自由流通市值(万元),集合竞价成交额(万元),集合竞价涨幅%,首次涨停时间,最后涨停时间,连板数,涨停统计
300605.SZ,20250918,恒锋信息,15.25,-3.11,10528.4,156887.51345,31.8304,-0.3811944091486663,,,,
003036.SZ,20250918,泰坦股份,17.1,-3.12,12447.03,115701.75153000001,44.8512,-0.7365439093484416,,,,
002430.SZ,20250918,杭氧股份,24.23,-3.12,23319.4,1088321.9150780002,85.7936,-0.27988804478208396,,,,
600724.SH,20250918,宁波富达,4.97,-3.12,9974.17,165398.72187299997,32.6144,-0.19493177387913674,,,,
301399.SZ,20250918,英特科技,20.5,-3.12,9867.51,94822.75,55.718,1.2759924385633337,,,,
000501.SZ,20250918,武商集团,10.56,-3.12,26857.47,462406.035168,146.8548,-0.6422018348623881,,,,
002326.SZ,20250918,永太科技,16.46,-3.12,67322.43,1059396.56126,156.8177,0.0,,,,
603285.SH,20250918,键邦股份,26.38,-3.12,26128.63,164338.90563999998,101.6392,-0.9915534337128107,,,,
300965.SZ,20250918,恒宇信通,62.06,-3.12,9843.15,93090.0,1.9266,0.24976584452076622,,,,
000545.SZ,20250918,金浦钛业,3.41,-3.12,19669.78,272698.75573599996,128.8521,-0.28409090909091717,,,,
300542.SZ,20250918,新晨科技,21.06,-3.13,25549.9,347467.7817,49.795,-0.4139834406623688,,,,
300490.SZ,20250918,华自科技,9.6,-3.13,16204.76,295453.78848,8.7208,0.0,,,,
601872.SH,20250918,招商轮船,8.67,-3.13,113305.51,2203141.2472349997,1686.1912,-0.7821229050279155,,,,
301159.SZ,20250918,三维天地,34.35,-3.13,5819.23,109764.610905,0.0,-100.0,,,,
002183.SZ,20250918,怡 亚 通,5.57,-3.13,185570.11,964401.328229,2555.3994399999997,-1.565217391304341,,,,
300410.SZ,20250918,正业科技,9.59,-3.13,33966.49,274163.174124,62.9706,-0.3030303030303161,,,,
603818.SH,20250918,曲美家居,4.02,-3.13,8737.33,159977.219766,11.592,-0.2409638554217053,,,,
000415.SZ,20250918,渤海租赁,3.71,-3.13,53702.0,1310075.740918,277.749,-0.5221932114882533,,,,
603666.SH,20250918,亿嘉和,34.31,-3.13,45984.32,407264.22892,61.242,-0.056465273856587395,,,,
603733.SH,20250918,仙鹤股份,22.87,-3.13,10555.39,334311.60856100003,15.34,-0.042354934349841944,,,,
300724.SZ,20250918,捷佳伟创,95.5,-3.13,326415.44,2501029.24445,1172.354,0.01014301653310401,,,,
300333.SZ,20250918,兆日科技,13.59,-3.14,26379.54,389645.101989,122.5688,-0.49893086243761875,,,,
301558.SZ,20250918,三态股份,8.95,-3.14,14924.9,196257.190415,53.3259,-0.32467532467531646,,,,
301535.SZ,20250918,浙江华远,21.91,-3.14,23670.02,131243.141393,122.577,-0.7515473032714493,,,,
301049.SZ,20250918,超越科技,21.6,-3.14,3723.83,55477.51344000001,2.899,0.0,,,,
002023.SZ,20250918,海特高新,12.03,-3.14,42314.97,681314.5435619999,59.7256,-0.6441223832528209,,,,
002521.SZ,20250918,齐峰新材,9.25,-3.14,7616.56,330182.7756,24.0408,-0.10471204188483574,,,,
301133.SZ,20250918,金钟股份,28.35,-3.14,18124.0,101613.39678,37.1856,0.03416467372736598,,,,
831906.BJ,20250918,舜宇精工,34.19,-3.14,21909.31,75900.538389,109.965492,-0.6515580736543791,,,,
603861.SH,20250918,白云电器,10.78,-3.14,24408.36,259336.38961999997,247.5312,0.0,,,,
601515.SH,20250918,东峰集团,4.62,-3.14,22699.44,420492.414804,21.0425,-0.41928721174003813,,,,
603116.SH,20250918,红蜻蜓,5.85,-3.15,4458.86,140439.07332,5.324,0.16556291390728006,,,,
300991.SZ,20250918,创益通,40.33,-3.15,27172.27,272910.69019999995,94.3709,-1.0326609029779,,,,
300438.SZ,20250918,鹏辉能源,31.71,-3.15,99856.65,1084950.160098,1199.352,-0.8857666463042091,,,,
603321.SH,20250918,梅轮电梯,8.0,-3.15,4772.28,89292.0,5.0508,0.2421307506053294,,,,
000783.SZ,20250918,长江证券,8.0,-3.15,97327.68,2612964.268,507.006,-0.7263922518159882,,,,
603609.SH,20250918,禾丰股份,8.29,-3.15,8228.97,342485.78220899997,13.728,0.2336448598130758,,,,
600159.SH,20250918,大龙地产,3.07,-3.15,35840.17,133264.60983899998,219.186,2.208201892744488,,,,
002309.SZ,20250918,中利集团,3.07,-3.15,9360.73,316848.47588199994,25.3116,-0.3154574132492094,,,,
301358.SZ,20250918,湖南裕能,42.04,-3.16,97330.5,1623240.9296159998,645.8391,-1.0135913384012873,,,,
833171.BJ,20250918,国航远洋,10.43,-3.16,22916.89,224637.77294,75.303525,-0.9285051067780881,,,,
300211.SZ,20250918,*ST亿通,9.2,-3.16,8116.29,147752.60076,34.6602,-0.3157894736842026,,,,
301369.SZ,20250918,联动科技,73.9,-3.16,16237.65,185588.01122000001,22.86,-0.144148866465732,,,,
688571.SH,20250918,杭华股份,7.97,-3.16,4295.31,116860.15050399999,0.384,0.12563791008504133,,,,
600192.SH,20250918,长城电工,9.5,-3.16,13311.26,253783.6802,11.7334,0.5096839959225274,,,,
002585.SZ,20250918,双星新材,5.82,-3.16,27842.48,399352.590552,502.0754,0.0,,,,
000728.SZ,20250918,国元证券,8.88,-3.16,58807.45,2273752.7854080005,240.096,-0.21810250817884125,,,,
300479.SZ,20250918,神思电子,19.9,-3.16,15823.79,286738.97662,8.4255,0.0,,,,
301193.SZ,20250918,家联科技,20.2,-3.16,8314.84,115180.0566,57.822,0.431447746883995,,,,
600844.SH,20250918,金煤科技,3.06,-3.16,7236.44,179607.985812,10.9652,0.0,,,,
002386.SZ,20250918,天原股份,5.2,-3.17,16869.48,453704.7866,33.831,0.0,,,,
301336.SZ,20250918,趣睡科技,53.78,-3.17,7863.63,128785.29344200001,2.2204,-0.05401512423478527,,,,
688319.SH,20250918,欧林生物,27.19,-3.17,34866.88,712215.988385,29.9655,0.7122507122507171,,,,
300998.SZ,20250918,宁波方正,25.35,-3.17,18877.2,165557.12355000002,21.7211,-0.03819709702062024,,,,
002539.SZ,20250918,云图控股,10.69,-3.17,19497.17,831164.569792,46.5466,-0.09057971014492239,,,,
002742.SZ,20250918,*ST三圣,4.58,-3.17,3660.18,160276.29346200003,7.8045,0.0,,,,
000520.SZ,20250918,凤凰航运,4.58,-3.17,11037.61,313278.045142,22.2783,-0.42283298097252064,,,,
601128.SH,20250918,常熟银行,7.02,-3.17,66436.18,1989165.5096039998,89.2756,0.27586206896550447,,,,
000573.SZ,20250918,粤宏远Ａ,4.27,-3.17,13131.43,214223.319212,39.864,-0.22675736961450532,,,,
002193.SZ,20250918,如意集团,5.79,-3.18,5026.9,111158.66941500001,30.48,0.33444816053511683,,,,
301051.SZ,20250918,信濠光电,23.15,-3.18,8219.16,242718.30711499997,3.57,-0.46005855290672804,,,,
688639.SH,20250918,华恒生物,33.2,-3.18,28838.97,574851.53264,8.208,-0.2624671916010346,,,,
300243.SZ,20250918,瑞丰高材,11.26,-3.18,11446.47,185398.353554,10.324,-0.257953568357705,,,,
301383.SZ,20250918,天键股份,36.8,-3.18,12933.2,168255.46959999998,28.728,-0.5524861878453025,,,,
600761.SH,20250918,安徽合力,21.59,-3.18,34288.54,1234823.466721,63.492,-0.4484304932735439,,,,
002491.SZ,20250918,通鼎互联,6.08,-3.18,63901.79,426302.487456,805.5984,0.0,,,,
600830.SH,20250918,香溢融通,10.03,-3.19,14653.27,312244.063399,61.5384,0.0,,,,
600712.SH,20250918,南宁百货,6.99,-3.19,18092.2,267672.841374,16.7272,-0.13850415512465242,,,,
000975.SZ,20250918,山金国际,20.36,-3.19,91725.27,3343365.479964,458.2835,-1.6167379933428427,,,,
000632.SZ,20250918,三木集团,3.95,-3.19,9440.26,144380.796975,32.7609,0.2450980392156854,,,,
000791.SZ,20250918,甘肃能源,6.38,-3.19,16108.64,490423.53734,51.018,0.15174506828528056,,,,
002197.SZ,20250918,ST证通,8.81,-3.19,14858.13,404453.93609800003,21.984,0.659340659340657,,,,
003038.SZ,20250918,鑫铂股份,17.31,-3.19,10370.46,232984.767225,13.7599,-0.05592841163309936,,,,
301299.SZ,20250918,卓创资讯,60.72,-3.19,8597.64,208894.937064,3.1265,-0.3029336734693855,,,,
300393.SZ,20250918,中来股份,6.07,-3.19,21783.86,464442.19615699997,31.875,-0.31897926634768536,,,,
688310.SH,20250918,迈得医疗,18.81,-3.19,7380.26,107903.96000999998,2.895,-0.6690684508491973,,,,
688123.SH,20250918,聚辰股份,91.0,-3.19,102663.46,1061131.7899,166.5981,-0.7659574468085073,,,,
600906.SH,20250918,财达证券,7.28,-3.19,32977.23,929554.5896000001,110.33,-0.5319148936170137,,,,
300616.SZ,20250918,尚品宅配,12.74,-3.19,4799.35,171530.994362,18.7902,-0.1519756838905706,,,,
002506.SZ,20250918,协鑫集成,2.73,-3.19,81423.51,1129198.743036,275.8194,-1.0638297872340385,,,,
603335.SH,20250918,迪生力,5.76,-3.19,27868.01,126292.08959999999,398.3525,0.0,,,,
600319.SH,20250918,亚星化学,7.88,-3.19,6894.32,165564.505908,1.956,0.12285012285011554,,,,
603257.SH,20250918,中国瑞林,64.25,-3.19,29089.33,156771.047275,135.378,-1.4615036914268464,,,,
300220.SZ,20250918,金运激光,16.35,-3.2,7675.83,123987.11850000001,14.8984,0.2368265245707546,,,,
300052.SZ,20250918,ST中青宝,12.11,-3.2,16178.25,263763.468052,212.5449,0.0,,,,
000031.SZ,20250918,大悦城,3.33,-3.2,8545.81,438498.33572699997,57.1728,0.0,,,,
002266.SZ,20250918,浙富控股,3.93,-3.2,44974.22,936385.414977,250.299,0.0,,,,
300894.SZ,20250918,火星人,13.3,-3.2,11808.31,207378.8402,70.2625,0.07278020378456151,,,,
688026.SH,20250918,洁特生物,18.43,-3.2,7079.15,143631.858861,3.6023,0.10399159663865287,,,,
300649.SZ,20250918,杭州园林,17.22,-3.2,8653.81,142044.012264,35.979,0.6183249016301184,,,,
301212.SZ,20250918,联盛化学,26.27,-3.21,4192.77,70929.0,11.1438,0.14738393515105752,,,,
688651.SH,20250918,盛邦安全,37.44,-3.21,11552.53,121509.37094399998,184.1415,0.7755946225439514,,,,
872351.BJ,20250918,华光源海,29.28,-3.21,14384.55,102803.07552000001,138.617907,0.4628099173553668,,,,
002474.SZ,20250918,榕基软件,6.64,-3.21,15855.95,334643.22464,4.521,-0.1457725947521915,,,,
603968.SH,20250918,醋化股份,12.07,-3.21,4474.86,127486.833058,11.9712,0.0,,,,
300694.SZ,20250918,蠡湖股份,12.97,-3.21,15228.79,181931.93316800002,46.364,0.0,,,,
600798.SH,20250918,宁波海运,3.92,-3.21,24216.12,260671.66372799998,343.8708,-0.7407407407407418,,,,
603590.SH,20250918,康辰药业,56.98,-3.21,20016.38,460370.57666599995,25.2109,-0.4076779344317938,,,,
002551.SZ,20250918,尚荣医疗,4.22,-3.21,14526.86,219651.796736,24.6645,-0.2293577981651529,,,,
603215.SH,20250918,比依股份,21.39,-3.21,38123.74,151938.58166999999,833.9212,-0.5429864253393757,,,,
002164.SZ,20250918,宁波东力,14.16,-3.21,123160.09,429839.20557600004,956.802,0.0,,,,
600753.SH,20250918,*ST海钦,7.23,-3.21,2979.16,94039.76409,1.4212,0.1338688085676054,,,,
689009.SH,20250918,九号公司-WD,68.06,-3.21,143782.12,3712571.617824,370.2982,-0.028441410693968994,,,,
603682.SH,20250918,锦和商管,6.02,-3.22,5802.61,119466.9,24.4053,-0.1607717041800627,,,,
002997.SZ,20250918,瑞鹄模具,40.02,-3.22,58151.09,490413.98445000005,351.475,0.0,,,,
002865.SZ,20250918,钧达股份,43.63,-3.22,47742.34,615245.264373,68.4304,-0.1330967169476338,,,,
000833.SZ,20250918,粤桂股份,14.14,-3.22,58254.47,524252.345078,266.012,-0.0684462696783017,,,,
836239.BJ,20250918,长虹能源,36.99,-3.22,22099.38,256284.73782900002,72.5572,-0.5756148613291434,,,,
300955.SZ,20250918,嘉亨家化,28.55,-3.22,13663.73,128080.40474,20.0532,-0.03389830508475633,,,,
002640.SZ,20250918,跨境通,5.71,-3.22,152098.94,760804.222274,1113.33,0.0,,,,
002961.SZ,20250918,瑞达期货,21.33,-3.22,17524.46,231885.92109599998,108.9288,0.45372050816696596,,,,
000159.SZ,20250918,国际实业,5.7,-3.23,11337.61,211449.46860000002,19.116,0.1697792869270076,,,,
002929.SZ,20250918,润建股份,50.64,-3.23,110109.48,696366.6169200001,601.506705,1.1847888400535078,,,,
001301.SZ,20250918,尚太科技,68.01,-3.23,87715.96,965667.018975,681.3456,-0.6687535571997749,,,,
301388.SZ,20250918,欣灵电气,30.85,-3.23,7825.33,68247.711975,29.5044,0.5959849435382747,,,,
300340.SZ,20250918,科恒股份,14.07,-3.23,24851.02,256290.71176799998,27.063,0.06877579092161579,,,,
300437.SZ,20250918,清水源,8.98,-3.23,6926.63,132718.201106,19.024,0.0,,,,
688275.SH,20250918,万润新能,49.66,-3.23,26608.07,364508.03511199995,80.3036,-0.1363990646921276,,,,
688613.SH,20250918,奥精医疗,26.9,-3.24,27968.52,252738.49001,34.0367,-1.0071942446043258,,,,
600149.SH,20250918,廊坊发展,5.38,-3.24,5967.15,132323.3865,39.2685,0.17985611510793476,,,,
600826.SH,20250918,兰生股份,10.45,-3.24,18880.53,285403.02961499995,32.3817,0.2777777777777768,,,,
688558.SH,20250918,国盛智科,32.54,-3.24,14206.44,133709.359072,28.051,-1.2191495688373633,,,,
002407.SZ,20250918,多氟多,16.41,-3.24,240191.95,1659420.525303,1509.03744,-0.5896226415094463,,,,
688095.SH,20250918,福昕软件,74.88,-3.24,24464.58,412056.07372799993,22.9421,-0.21953740793383414,,,,
002930.SZ,20250918,宏川智慧,10.74,-3.24,9623.59,216749.95010400002,2.5484,-0.18018018018017834,,,,
301633.SZ,20250918,港迪技术,79.04,-3.24,8689.23,110023.68000000001,12.9856,-0.6487942220590015,,,,
001282.SZ,20250918,三联锻造,21.77,-3.24,36235.22,121836.15331999998,338.85,0.0,,,,
301520.SZ,20250918,万邦医药,42.94,-3.24,6214.53,96284.32764799999,43.414,-0.18026137899955774,,,,
603615.SH,20250918,茶花股份,27.11,-3.25,19347.32,270721.16486,29.2864,0.49964311206280865,,,,
000600.SZ,20250918,建投能源,7.15,-3.25,22618.77,440183.02399500005,36.778,0.13531799729364913,,,,
301072.SZ,20250918,中捷精工,25.01,-3.25,7135.13,84991.29042300001,13.0917,-0.6963249516441006,,,,
301355.SZ,20250918,南王科技,11.9,-3.25,6807.43,119244.45932,0.492,0.0,,,,
600151.SH,20250918,航天机电,8.32,-3.26,30660.01,743133.3112320001,181.804,0.0,,,,
301261.SZ,20250918,恒工精密,94.19,-3.26,77736.88,279491.68242,560.8773,-0.5032867707477351,,,,
688283.SH,20250918,坤恒顺维,32.36,-3.26,4781.01,197889.37674,3.685,0.1494768310911665,,,,
301103.SZ,20250918,何氏眼科,21.05,-3.26,5133.27,152482.96672000003,4.1382,0.09191176470588758,,,,
600587.SH,20250918,新华医疗,16.6,-3.26,41104.23,712101.50294,421.857,-0.34965034965034336,,,,
600573.SH,20250918,惠泉啤酒,11.56,-3.26,4591.78,144275.067832,22.134,-0.4184100418409997,,,,
600340.SH,20250918,华夏幸福,2.37,-3.27,77892.95,573008.5670790001,349.1478,0.40816326530610514,,,,
301203.SZ,20250918,国泰环保,34.36,-3.27,6963.94,114086.89958,8.8625,-0.19707207207206867,,,,
002068.SZ,20250918,黑猫股份,10.66,-3.27,29270.02,410055.11154400004,163.0455,-0.6352087114337546,,,,
300948.SZ,20250918,冠中生态,11.25,-3.27,4179.73,78391.95975000001,6.6234,-0.08598452278590907,,,,
301208.SZ,20250918,中亦科技,43.22,-3.27,15853.49,216655.63632,50.398,-0.17905102954342,,,,
300113.SZ,20250918,顺网科技,24.56,-3.27,88523.83,1137500.675896,169.596,-0.7483261126427831,,,,
002600.SZ,20250918,领益智造,14.49,-3.27,629993.73,3947119.2830790007,1965.65866,-0.5340453938584733,,,,
300538.SZ,20250918,同益股份,16.55,-3.27,12371.89,158829.90149500003,77.0759,-0.11689070718877703,,,,
300149.SZ,20250918,睿智医药,13.0,-3.27,50512.92,476093.2826,215.5515,-0.07440476190475609,,,,
300908.SZ,20250918,仲景食品,30.72,-3.27,9496.5,184706.285568,12.0726,0.031486146095716094,,,,
603319.SH,20250918,美湖股份,43.97,-3.28,147760.15,1140755.912406,1333.9716,2.5076990761108586,,,,
300051.SZ,20250918,琏升科技,7.08,-3.28,9704.78,208827.62599200002,124.776,-1.6393442622950838,,,,
002297.SZ,20250918,博云新材,8.26,-3.28,22912.4,361773.08244,383.7645,-1.9906323185011732,,,,
603993.SH,20250918,洛阳钼业,12.38,-3.28,332441.06,8790842.118688,2243.052,-1.562500000000011,,,,
300722.SZ,20250918,新余国科,31.24,-3.28,25179.73,288284.613144,146.7882,-0.9907120743033904,,,,
600865.SH,20250918,百大集团,9.72,-3.28,14093.98,137606.515308,25.8482,-0.6965174129353269,,,,
600058.SH,20250918,五矿发展,9.13,-3.28,17658.59,366392.18535700004,18.612,-0.4237288135593098,,,,
600202.SH,20250918,哈空调,5.89,-3.28,6685.26,148952.968043,33.306,0.16420361247946325,,,,
600021.SH,20250918,上海电力,19.73,-3.28,314773.76,2371276.500038,2270.8472,-1.5686274509803977,,,,
300118.SZ,20250918,东方日升,10.6,-3.28,52119.5,907441.07516,371.1168,-0.7299270072992692,,,,
300598.SZ,20250918,诚迈科技,54.47,-3.28,87105.18,867608.541982,231.3626,-0.5326704545454475,,,,
002500.SZ,20250918,山西证券,6.47,-3.29,39842.21,1203911.6119509998,106.56,-0.4484304932735439,,,,
002860.SZ,20250918,星帅尔,13.51,-3.29,25374.05,299121.432526,140.3985,0.0,,,,
002259.SZ,20250918,升达林业,4.11,-3.29,7686.5,221616.436962,11.4594,0.23529411764704466,,,,
600561.SH,20250918,江西长运,6.75,-3.3,5086.3,115686.324225,40.3392,0.8595988538681931,,,,
002797.SZ,20250918,第一创业,7.92,-3.3,133909.96,2627439.2496,726.4964,-0.8547008547008628,,,,
300518.SZ,20250918,新迅达,12.9,-3.3,13662.51,183773.7354,20.677,0.0,,,,
000504.SZ,20250918,*ST生物,9.67,-3.3,3955.54,188924.284982,5.533,0.6000000000000005,,,,
600517.SH,20250918,国网英大,5.86,-3.3,27216.6,683612.1254980001,140.6112,-0.3300330033003229,,,,
301091.SZ,20250918,深城交,31.35,-3.3,30436.81,618279.1197,36.064,-0.6785934608266486,,,,
603920.SH,20250918,世运电路,48.01,-3.3,374354.18,1895567.0819529998,2767.9824,1.9939577039274958,,,,
000837.SZ,20250918,秦川机床,15.21,-3.31,204662.89,837789.9739560001,2899.5945,-1.3986013986014068,,,,
000617.SZ,20250918,中油资本,11.11,-3.31,311763.2,2805918.317884,2724.1875,-2.088772845953002,,,,
301510.SZ,20250918,固高科技,35.07,-3.31,55030.33,717067.1718,293.40927,0.08271298593878207,,,,
300423.SZ,20250918,昇辉科技,7.01,-3.31,10573.61,196355.26006099998,18.1975,0.0,,,,
000609.SZ,20250918,ST中迪,4.38,-3.31,5678.84,96322.100736,34.2615,0.44150110375273943,,,,
871553.BJ,20250918,凯腾精工,12.26,-3.31,9362.34,70008.62128,105.64736,0.9463722397476504,,,,
301048.SZ,20250918,金鹰重工,12.26,-3.31,12429.12,163466.7484,21.9364,0.0,,,,
301519.SZ,20250918,舜禹股份,14.01,-3.31,3664.76,92371.132686,12.8961,0.0,,,,
605338.SH,20250918,巴比食品,22.75,-3.31,6492.03,191538.07855,35.5001,-0.08499787505311662,,,,
300940.SZ,20250918,南极光,28.28,-3.32,26269.53,352909.615408,32.186,0.03418803418804295,,,,
002667.SZ,20250918,威领股份,11.66,-3.32,17598.11,216937.51466199997,9.8892,0.0,,,,
688590.SH,20250918,新致软件,22.43,-3.32,30650.78,419477.67305,78.2354,-0.21551724137931494,,,,
000426.SZ,20250918,兴业银锡,24.17,-3.32,130755.15,3117845.5113480003,1242.64,-2.0000000000000018,,,,
600571.SH,20250918,信雅达,17.18,-3.32,37072.07,628893.73431,190.2277,-0.7878446820483997,,,,
000795.SZ,20250918,英洛华,10.77,-3.32,45811.93,618299.4447839999,81.2164,-0.5385996409335791,,,,
003006.SZ,20250918,百亚股份,28.23,-3.32,9640.98,459276.07194,2.628,0.0,,,,
002864.SZ,20250918,盘龙药业,30.55,-3.32,19871.36,197687.507225,116.5445,1.04430379746836,,,,
300822.SZ,20250918,贝仕达克,18.31,-3.33,8065.21,152172.280547,8.3556,0.263991552270304,,,,
000599.SZ,20250918,青岛双星,5.23,-3.33,12714.35,250512.82227600005,109.5048,-0.9242144177449174,,,,
600325.SH,20250918,华发股份,5.52,-3.33,45400.34,1092025.382856,65.7176,-0.5253940455341555,,,,
301303.SZ,20250918,真兰仪表,15.96,-3.33,6778.62,162121.285788,0.0,-100.0,,,,
870726.BJ,20250918,鸿智科技,20.59,-3.33,6958.72,48544.254403,38.853840000000005,0.46948356807510194,,,,
601319.SH,20250918,中国人保,7.83,-3.33,99234.16,2337727.302468,184.908,0.12345679012344402,,,,
600673.SH,20250918,东阳光,24.65,-3.33,266958.34,3615976.1815049998,1259.445,0.0,,,,
300133.SZ,20250918,华策影视,8.99,-3.33,104000.71,1092956.176319,523.6773,-0.10752688172044333,,,,
002591.SZ,20250918,恒大高新,5.8,-3.33,8453.38,111332.52076,23.7188,0.3333333333333188,,,,
300929.SZ,20250918,华骐环保,10.72,-3.34,3948.25,103732.72320000001,9.6483,0.0,,,,
301296.SZ,20250918,新巨丰,9.56,-3.34,6671.36,154431.788768,14.7063,-0.2022244691607833,,,,
000722.SZ,20250918,湖南发展,12.45,-3.34,21208.52,280087.496865,67.515,-0.15527950310559868,,,,
300515.SZ,20250918,三德科技,20.83,-3.34,12829.45,209924.66709499998,19.8628,0.1856148491879317,,,,
301349.SZ,20250918,信德新材,40.5,-3.34,15012.15,145745.0739,11.7348,0.023866348448686736,,,,
002240.SZ,20250918,盛新锂能,17.91,-3.35,48306.42,1228061.928132,227.55,-0.1618996222342184,,,,
600158.SH,20250918,中体产业,9.24,-3.35,50408.2,639772.8737400001,568.451,-0.7322175732217606,,,,
600888.SH,20250918,新疆众和,7.5,-3.35,27458.19,588110.637,285.6235,-0.3865979381443174,,,,
000712.SZ,20250918,锦龙股份,14.13,-3.35,42374.02,779444.176473,205.4616,-0.7523939808481539,,,,
301199.SZ,20250918,迈赫股份,28.25,-3.35,17834.86,163499.7,28.2173,-0.47895997263086576,,,,
300871.SZ,20250918,回盛生物,21.32,-3.35,19355.71,230416.207008,37.366,-0.3626473254759621,,,,
600768.SH,20250918,宁波富邦,12.1,-3.35,5296.23,101551.81278,44.03,0.4792332268370725,,,,
002694.SZ,20250918,顾地科技,4.32,-3.36,5384.95,186256.112256,5.1736,-0.22371364653243075,,,,
002445.SZ,20250918,中南文化,2.88,-3.36,64987.35,428844.53116799996,433.9985,0.3355704697986628,,,,
002540.SZ,20250918,亚太科技,6.62,-3.36,20070.77,405724.18673,219.0777,-0.583941605839422,,,,
300977.SZ,20250918,深圳瑞捷,18.7,-3.36,4540.97,72576.39609,113.76,2.067183462532296,,,,
300635.SZ,20250918,中达安,14.67,-3.36,8506.88,151379.903106,32.4612,0.39525691699604515,,,,
688588.SH,20250918,凌志软件,18.4,-3.36,40427.45,367976.92639999994,195.7356,-0.2626050420168058,,,,
300256.SZ,20250918,星星科技,4.6,-3.36,51721.74,504697.8918,286.182,-1.6806722689075682,,,,
301283.SZ,20250918,聚胶股份,41.38,-3.36,6483.31,156297.63940000001,11.1202,-0.11676786548341367,,,,
603727.SH,20250918,博迈科,13.21,-3.37,5571.33,199361.326617,2.8686,-0.0731528895391298,,,,
301238.SZ,20250918,瑞泰新材,21.24,-3.37,49040.44,495599.9292,119.793,-0.36396724294813776,,,,
834033.BJ,20250918,康普化学,19.51,-3.37,4520.76,74449.200108,17.48901,-0.4457652303120341,,,,
002285.SZ,20250918,世联行,2.58,-3.37,18543.9,269322.263694,104.664,0.0,,,,
300257.SZ,20250918,开山股份,14.33,-3.37,19613.59,538919.570514,219.7716,-0.6743088334457137,,,,
688429.SH,20250918,时创能源,15.76,-3.37,5926.36,137722.28236,14.3516,0.5518087063151489,,,,
600489.SH,20250918,中金黄金,18.05,-3.37,204085.71,4739019.900950001,1796.0796,-1.4453961456102782,,,,
300276.SZ,20250918,三丰智能,11.46,-3.37,154847.09,975482.6936940001,1250.2767,-1.2647554806070715,,,,
300386.SZ,20250918,飞天诚信,18.33,-3.37,20899.07,373198.68452099996,64.98,0.1581444385872599,,,,
603828.SH,20250918,ST柯利达,4.58,-3.38,3918.8,135816.688504,75.756,-0.42194092827004814,,,,
300872.SZ,20250918,天阳科技,23.74,-3.38,62189.95,855269.375888,255.84,0.12210012210012167,,,,
688013.SH,20250918,天臣医疗,64.6,-3.38,13535.38,253512.8162,64.4149,0.5982650314089177,,,,
002437.SZ,20250918,誉衡药业,3.43,-3.38,33472.54,669205.635091,66.3495,0.0,,,,
600257.SH,20250918,大湖股份,5.43,-3.38,12013.13,187896.606438,11.3524,0.0,,,,
603050.SH,20250918,科林电气,16.57,-3.38,21469.75,243022.71527400002,51.2486,-0.05830903790086106,,,,
603289.SH,20250918,泰瑞机器,10.57,-3.38,7743.18,107441.149592,33.2755,-0.2742230347349106,,,,
002828.SZ,20250918,贝肯能源,10.28,-3.38,20179.52,171785.58788399998,229.4625,-0.8458646616541388,,,,
600392.SH,20250918,盛和资源,21.98,-3.38,218189.57,2841758.50448,761.4,-1.098901098901095,,,,
688326.SH,20250918,经纬恒润-W,124.15,-3.39,31625.13,736377.62393,102.0759,0.5525291828793799,,,,
001914.SZ,20250918,招商积余,11.7,-3.39,13850.28,465500.18619,20.8464,0.08257638315440907,,,,
301107.SZ,20250918,瑜欣电子,29.36,-3.39,6031.99,87071.21976,2.4312,0.0,,,,
300303.SZ,20250918,聚飞光电,6.84,-3.39,54553.88,791752.867488,111.91689699999999,-0.7062146892655385,,,,
002188.SZ,20250918,中天服务,5.7,-3.39,7175.7,112489.50284999999,44.104,0.3389830508474523,,,,
688303.SH,20250918,大全能源,29.63,-3.39,78814.8,1589518.3102119998,174.9166,-0.6847081838930569,,,,
600683.SH,20250918,京投发展,4.26,-3.4,6553.75,139538.24682,43.0596,0.45351473922901064,,,,
300720.SZ,20250918,海川智能,25.82,-3.4,14162.04,183670.249832,56.3496,-0.561167227833903,,,,
002253.SZ,20250918,*ST智胜,10.78,-3.41,8175.67,182780.972374,14.8874,-0.44802867383513245,,,,
688786.SH,20250918,悦安新材,26.94,-3.41,7910.29,238672.00970400003,24.2897,-1.1115095016134946,,,,
300927.SZ,20250918,江天化学,26.08,-3.41,10916.17,124296.57583999999,7.2954,0.07407407407407085,,,,
300980.SZ,20250918,祥源新材,25.79,-3.41,22870.82,215225.79764199996,185.9596,-0.07490636704119424,,,,
834770.BJ,20250918,艾能聚,20.4,-3.41,14829.7,139923.36948,33.6672,-0.5681818181818232,,,,
002660.SZ,20250918,茂硕电源,10.2,-3.41,19034.63,191751.38711999997,90.3925,-1.041666666666674,,,,
300622.SZ,20250918,博士眼镜,33.71,-3.41,58799.77,451624.27746400004,252.945,-0.7163323782234943,,,,
600055.SH,20250918,万东医疗,17.83,-3.41,21177.92,683746.7602909999,119.4585,-0.5958829902491858,,,,
301378.SZ,20250918,通达海,30.28,-3.41,10871.86,107909.04796,40.5447,0.25518341307815273,,,,
688162.SH,20250918,巨一科技,33.36,-3.42,13134.36,190855.1454,31.09,-1.389693109438328,,,,
300865.SZ,20250918,大宏立,30.8,-3.42,7645.08,94898.99188,6.0534,-0.09407337723424947,,,,
