代码,日期,股票名字,收盘价,涨幅%,成交额(万元),自由流通市值(万元),集合竞价成交额(万元),集合竞价涨幅%,首次涨停时间,最后涨停时间,连板数,涨停统计
603928.SH,20250918,兴业股份,16.09,-0.43,19672.51,135081.53548,82.113,0.6188118811881305,,,,
603163.SH,20250918,圣晖集成,45.46,-0.44,21287.81,122197.6165,254.43,1.3140604467805517,,,,
688475.SH,20250918,萤石网络,33.85,-0.44,22204.25,503419.647355,29.154,-0.2941176470588225,,,,
688255.SH,20250918,凯尔达,38.28,-0.44,28025.11,239053.439856,29.6524,-0.18205461638491904,,,,
002663.SZ,20250918,普邦股份,2.21,-0.45,14247.44,236126.993635,73.6152,0.0,,,,
002653.SZ,20250918,海思科,54.75,-0.45,34638.89,1381121.0526750002,43.0248,0.290909090909075,,,,
603172.SH,20250918,万丰股份,17.5,-0.46,4525.25,75914.825,34.2134,1.2514220705347023,,,,
300436.SZ,20250918,广生堂,111.4,-0.46,143859.51,959340.6841200001,834.549,0.09829327137877986,,,,
300790.SZ,20250918,宇瞳光学,34.76,-0.46,91316.08,1081352.1978159999,2153.8533,-2.6059564719358663,,,,
603232.SH,20250918,格尔软件,15.13,-0.46,11731.53,249299.409618,56.9944,0.5263157894736858,,,,
603218.SH,20250918,日月股份,12.92,-0.46,35065.96,540400.398104,25.86,-0.38520801232666546,,,,
600871.SH,20250918,石化油服,2.13,-0.47,36219.19,600471.705231,300.3704,0.0,,,,
605005.SH,20250918,合兴股份,19.05,-0.47,4765.24,97659.92215500001,6.3195,0.052246603970740324,,,,
301236.SZ,20250918,软通动力,57.0,-0.47,278682.91,3459777.7407,509.169,-0.10476689366161196,,,,
600104.SH,20250918,上汽集团,18.81,-0.48,146103.42,6568166.511225,544.131,0.0,,,,
301598.SZ,20250918,博科测试,66.66,-0.48,12808.48,98152.22379599999,7.359,-0.11943863839951607,,,,
835892.BJ,20250918,中科美菱,22.88,-0.48,6248.92,63831.028976,36.91709,0.17398869073510514,,,,
000725.SZ,20250918,京东方Ａ,4.14,-0.48,351436.93,13216777.781795999,1009.3824,0.0,,,,
688075.SH,20250918,安旭生物,38.7,-0.49,2299.15,122953.01535000002,0.0,-100.0,,,,
002827.SZ,20250918,高争民爆,40.32,-0.49,55368.71,469011.549888,64.448,-0.5923000987166915,,,,
600329.SH,20250918,达仁堂,44.22,-0.5,33905.47,1066735.9874159999,198.24,-0.4275427542754229,,,,
600855.SH,20250918,航天长峰,14.0,-0.5,22457.06,359524.536,18.4448,0.0710732054015617,,,,
300236.SZ,20250918,上海新阳,53.98,-0.5,109674.57,1219077.038098,244.6675,0.0,,,,
301188.SZ,20250918,力诺药包,17.95,-0.5,6614.35,236511.69504999998,10.2828,0.0,,,,
688048.SH,20250918,长光华芯,75.76,-0.5,89549.4,804646.528168,267.8164,-0.1838718150774854,,,,
688539.SH,20250918,高华科技,33.88,-0.5,13981.16,281034.60000000003,29.2796,0.0,,,,
300259.SZ,20250918,新天科技,3.97,-0.5,12006.91,258044.472569,23.0223,0.0,,,,
301228.SZ,20250918,实朴检测,29.47,-0.51,22523.33,160962.13406,7.9731,-0.30384875084402685,,,,
688187.SH,20250918,时代电气,48.12,-0.52,49506.41,1244027.241924,58.0366,0.020673971469920005,,,,
920082.BJ,20250918,方正阀门,21.11,-0.52,5298.34,82217.01778299999,5.76123,0.0,,,,
300671.SZ,20250918,富满微,38.37,-0.52,48210.82,568802.3055179999,156.647,-0.7000259268861941,,,,
688290.SH,20250918,景业智能,66.76,-0.52,34123.35,310536.222912,152.3397,0.0,,,,
600136.SH,20250918,ST明诚,1.9,-0.52,3335.74,221835.13839999997,2.7122,0.0,,,,
300641.SZ,20250918,正丹股份,22.76,-0.52,21705.7,564600.906232,94.3705,-0.1311188811188746,,,,
601162.SH,20250918,天风证券,5.66,-0.53,437030.96,3694083.3889019997,1885.0929,-1.0544815465729385,,,,
600777.SH,20250918,*ST新潮,3.76,-0.53,8780.92,436748.386608,229.6875,-0.7936507936507908,,,,
688130.SH,20250918,晶华微,24.33,-0.53,9564.41,93058.68322199999,1.9568,0.0,,,,
002563.SZ,20250918,森马服饰,5.61,-0.53,27574.22,396187.296615,146.1978,0.35460992907803135,,,,
000620.SZ,20250918,盈新发展,1.86,-0.53,43662.2,390649.994382,113.2285,0.0,,,,
603379.SH,20250918,三美股份,55.65,-0.54,39322.32,1291791.56316,85.044,0.0,,,,
301149.SZ,20250918,隆华新材,11.08,-0.54,7948.34,220029.43548400002,1.2276,0.17953321364452268,,,,
000407.SZ,20250918,胜利股份,3.68,-0.54,16589.56,250517.837424,109.82968999999999,0.0,,,,
600859.SH,20250918,王府井,14.58,-0.55,76376.29,1095033.3319440002,174.4009,-0.06821282401091588,,,,
300447.SZ,20250918,全信股份,14.58,-0.55,9040.31,229469.83047000002,12.3312,0.13642564802183177,,,,
002390.SZ,20250918,信邦制药,3.62,-0.55,15580.39,400359.586296,92.964,0.5494505494505475,,,,
688376.SH,20250918,美埃科技,54.21,-0.55,13254.75,276392.877969,219.5078,1.449275362318847,,,,
603235.SH,20250918,天新药业,27.09,-0.55,2365.28,110780.515881,4.083,-0.07342143906020615,,,,
603444.SH,20250918,吉比特,552.0,-0.55,123586.84,2339843.0472,830.5,-0.911613158937763,,,,
002773.SZ,20250918,康弘药业,39.4,-0.56,27163.36,1252286.4755799999,57.565,0.20191822311965701,,,,
300688.SZ,20250918,创业黑马,30.38,-0.56,28807.88,382680.020366,65.88,-0.16366612111292644,,,,
603001.SH,20250918,奥康国际,8.88,-0.56,5854.29,160445.867304,22.1712,0.11198208286673506,,,,
831175.BJ,20250918,派诺科技,17.68,-0.56,7121.33,98462.83366399999,7.429637,-0.05624296962880582,,,,
600359.SH,20250918,新农开发,7.06,-0.56,6180.37,160754.25496999998,11.502,0.0,,,,
300843.SZ,20250918,胜蓝股份,59.84,-0.56,132722.7,402424.526592,791.58,-1.545363908275177,,,,
000768.SZ,20250918,中航西飞,24.56,-0.57,87524.27,3075639.317384,249.079271,0.040485829959524544,,,,
600307.SH,20250918,酒钢宏兴,1.75,-0.57,23619.46,451646.5618,69.696,0.0,,,,
300584.SZ,20250918,海辰药业,62.99,-0.57,70804.61,359402.710694,186.4254,0.0947119179163236,,,,
002079.SZ,20250918,苏州固锝,10.5,-0.57,44105.88,653158.50915,81.868,-0.09469696969697239,,,,
003000.SZ,20250918,劲仔食品,12.24,-0.57,6424.08,270509.61326400004,32.628288,0.08123476848089783,,,,
002633.SZ,20250918,申科股份,15.69,-0.57,5283.65,113002.616847,11.3688,0.06337135614702394,,,,
600350.SH,20250918,山东高速,8.71,-0.57,11414.11,556856.829789,42.1356,0.0,,,,
000572.SZ,20250918,海马汽车,5.21,-0.57,60140.42,560392.9959969999,644.688,0.7633587786259444,,,,
000801.SZ,20250918,四川九洲,15.61,-0.57,50251.3,821057.212038,155.628,0.1273885350318471,,,,
600575.SH,20250918,淮河能源,3.43,-0.58,14648.24,489561.125473,59.2006,0.28985507246375164,,,,
600406.SH,20250918,国电南瑞,22.29,-0.58,128108.57,7636033.12728,537.004,0.1338090990187224,,,,
600312.SH,20250918,平高电气,15.43,-0.58,47193.31,1226456.7686979999,154.07,-0.12886597938144284,,,,
301269.SZ,20250918,华大九天,118.88,-0.59,147410.09,2123412.828736,404.906,-0.40976751965211555,,,,
600433.SH,20250918,冠豪高新,3.39,-0.59,23498.63,320188.68795600004,89.7672,-0.5865102639296182,,,,
001225.SZ,20250918,和泰机电,44.05,-0.59,20207.49,71214.754,54.5136,0.022568269013767406,,,,
001289.SZ,20250918,龙源电力,16.89,-0.59,9206.35,225204.542847,27.6937,0.0,,,,
300370.SZ,20250918,安控科技,3.37,-0.59,40529.92,339867.783728,173.706,0.2949852507374562,,,,
002332.SZ,20250918,仙琚制药,10.1,-0.59,22868.67,779065.42203,36.02702,0.19685039370078705,,,,
300065.SZ,20250918,海兰信,18.49,-0.59,96865.78,1172818.0873629998,145.2213,0.4838709677419395,,,,
605033.SH,20250918,美邦股份,23.51,-0.59,14084.52,81972.7872,30.1056,-0.549682875264268,,,,
600079.SH,20250918,人福医药,21.83,-0.59,72500.97,2239561.9054759997,288.405,0.6375227686703067,,,,
603127.SH,20250918,昭衍新药,40.16,-0.59,217403.44,1560599.5842239996,1072.62,0.0,,,,
002368.SZ,20250918,太极股份,26.77,-0.59,59562.99,1014268.795156,47.613,-0.11139992573339086,,,,
600116.SH,20250918,三峡水利,6.67,-0.6,6835.68,592593.542697,29.524,0.0,,,,
603556.SH,20250918,海兴电力,26.66,-0.6,8544.35,423096.487428,3.2184,0.0,,,,
002066.SZ,20250918,瑞泰科技,14.94,-0.6,13907.01,206623.98729,44.849,0.13306719893546592,,,,
688758.SH,20250918,赛分科技,18.22,-0.6,6032.68,77397.350192,6.9604,0.21822149481725006,,,,
301157.SZ,20250918,华塑科技,52.66,-0.6,14424.86,108795.84963,13.78,0.03775009437523291,,,,
603629.SH,20250918,利通电子,24.62,-0.61,31035.79,324087.88124,31.1346,-0.2422285022204207,,,,
603912.SH,20250918,佳力图,9.84,-0.61,19939.23,295315.025664,30.256,0.20202020202020332,,,,
688173.SH,20250918,希荻微,16.34,-0.61,25848.77,350767.50383,26.3434,0.42579075425790425,,,,
601727.SH,20250918,上海电气,8.14,-0.61,253535.77,4483353.022544,715.122,0.12210012210012167,,,,
688018.SH,20250918,乐鑫科技,190.24,-0.61,144642.59,1816642.6616000002,266.8638,0.0,,,,
000158.SZ,20250918,常山北明,24.25,-0.61,233874.66,2502541.947925,365.6224,-0.36885245901638886,,,,
835985.BJ,20250918,海泰新能,9.69,-0.62,4252.2,130783.855371,1.97764,0.512820512820511,,,,
002418.SZ,20250918,康盛股份,4.83,-0.62,90516.1,397217.914254,781.0478,-1.0288065843621519,,,,
300502.SZ,20250918,新易盛,345.51,-0.62,1821997.06,29701245.671756998,20117.4468,-2.485186676638107,,,,
600132.SH,20250918,重庆啤酒,54.34,-0.62,17098.87,1051959.8003200002,137.2468,0.0,,,,
600510.SH,20250918,黑牡丹,7.98,-0.62,18611.3,329498.15728200006,99.4286,0.9962640099626441,,,,
600566.SH,20250918,济川药业,25.5,-0.62,9839.24,897988.4721,8.7108,-0.1558846453624252,,,,
002099.SZ,20250918,海翔药业,6.36,-0.62,12113.13,618774.115536,101.6928,0.31249999999998224,,,,
603400.SH,20250918,华之杰,63.3,-0.63,11887.37,124052.95992,27.391,0.0,,,,
688787.SH,20250918,海天瑞声,123.86,-0.63,40608.25,463604.82157,85.0894,-0.3610108303249149,,,,
833781.BJ,20250918,瑞奇智造,10.97,-0.63,5699.45,102785.79000500002,12.5882,0.9057971014492905,,,,
603707.SH,20250918,健友股份,10.97,-0.63,16435.39,561556.25266,51.5862,0.27173913043478937,,,,
000895.SZ,20250918,双汇发展,25.05,-0.63,27340.31,2573849.431515,113.2378,0.039666798889315125,,,,
600536.SH,20250918,中国软件,48.51,-0.63,177718.17,2601095.6975849997,428.648,-0.22531749283080105,,,,
300700.SZ,20250918,岱勒新材,12.52,-0.63,17336.58,332077.223548,42.4957,0.07936507936507908,,,,
003025.SZ,20250918,思进智能,14.08,-0.64,9765.93,190008.552448,16.238,-0.3528581510232942,,,,
002698.SZ,20250918,博实股份,17.18,-0.64,52634.12,935395.807532,133.3059,0.0,,,,
000767.SZ,20250918,晋控电力,3.12,-0.64,21129.56,373704.278376,51.958,-0.31847133757962887,,,,
301636.SZ,20250918,泽润新能,57.61,-0.64,10723.54,87227.951993,14.4275,-0.46567781993790414,,,,
000048.SZ,20250918,京基智农,17.1,-0.64,31519.37,381857.79321000003,248.4407,1.162115049389878,,,,
000925.SZ,20250918,众合科技,7.77,-0.64,17049.13,523110.827316,36.2066,0.0,,,,
688545.SH,20250918,兴福电子,32.49,-0.64,28253.58,236798.699436,70.6366,-0.03058103975536186,,,,
301308.SZ,20250918,江波龙,113.99,-0.64,263320.04,1644172.6438769998,1302.0652,1.1069467445306236,,,,
603055.SH,20250918,台华新材,9.24,-0.65,6867.13,243195.165444,10.241,0.10752688172042113,,,,
000959.SZ,20250918,首钢股份,4.62,-0.65,75582.3,603321.24699,523.26,-1.935483870967758,,,,
301348.SZ,20250918,蓝箭电子,21.55,-0.65,27020.45,299363.387375,29.4576,-0.13831258644537714,,,,
688229.SH,20250918,博睿数据,67.56,-0.65,13554.38,142300.41192,81.6,-0.5882352941176561,,,,
600626.SH,20250918,申达股份,4.59,-0.65,16052.24,269646.130683,28.536,0.43290043290042934,,,,
603365.SH,20250918,水星家纺,16.8,-0.65,1682.43,169005.4128,6.2493,-0.11827321111768097,,,,
600600.SH,20250918,青岛啤酒,67.15,-0.65,43218.11,2041318.9579200002,187.9002,0.0,,,,
300351.SZ,20250918,永贵电器,18.26,-0.65,47545.31,349780.72098200006,93.3704,0.0,,,,
002246.SZ,20250918,北化股份,16.74,-0.65,35029.88,491087.03549399995,98.067,0.0,,,,
002096.SZ,20250918,易普力,13.68,-0.65,16620.5,629149.972968,65.74,0.5083514887436413,,,,
688516.SH,20250918,奥特维,50.0,-0.66,80516.3,847000.015,569.7161,-1.2517385257301727,,,,
601106.SH,20250918,中国一重,3.03,-0.66,23168.94,833713.6978679999,28.272,-0.3278688524590123,,,,
300413.SZ,20250918,芒果超媒,31.74,-0.66,83786.64,1893553.61676,351.0972,-0.28169014084507005,,,,
605507.SH,20250918,国邦医药,22.64,-0.66,10025.83,552978.205536,15.4632,-0.21939447125932654,,,,
688122.SH,20250918,西部超导,57.2,-0.66,91631.37,2495422.55248,276.9868,-0.15630427231676514,,,,
600196.SH,20250918,复星医药,31.61,-0.66,165137.05,3883597.8670699997,542.1087,0.1571338780641085,,,,
002589.SZ,20250918,瑞康医药,3.01,-0.66,14749.96,336433.844915,94.3542,0.0,,,,
002229.SZ,20250918,鸿博股份,18.0,-0.66,87167.22,887695.7418,609.3828,-0.8830022075055233,,,,
300936.SZ,20250918,中英科技,38.91,-0.66,8053.15,119674.61152499999,0.782,-0.178708195047228,,,,
300760.SZ,20250918,迈瑞医疗,237.8,-0.66,237975.37,13991730.71352,686.3428,0.24645975186934344,,,,
688136.SH,20250918,科兴制药,41.18,-0.68,20325.25,303512.98140399996,37.2946,0.1929570670525793,,,,
605050.SH,20250918,福然德,20.54,-0.68,79678.57,337942.937774,2858.2524,0.24177949709864865,,,,
430510.BJ,20250918,丰光精密,21.99,-0.68,11453.71,141048.429522,31.969133000000003,0.2258355916892496,,,,
300486.SZ,20250918,东杰智能,21.95,-0.68,102924.33,713174.726005,535.335,0.6787330316742057,,,,
603927.SH,20250918,中科软,20.47,-0.68,42981.93,1114919.507186,54.9219,-0.19408054342551218,,,,
002122.SZ,20250918,汇洲智能,4.36,-0.68,80459.92,577852.7826840001,329.6012,0.0,,,,
600131.SH,20250918,国网信通,17.37,-0.69,20690.63,863841.077658,39.3692,-0.40022870211547934,,,,
300493.SZ,20250918,润欣科技,21.69,-0.69,79132.83,836488.9419930001,97.8432,0.0,,,,
600252.SH,20250918,中恒集团,2.89,-0.69,36422.34,641743.651452,49.0335,0.0,,,,
002881.SZ,20250918,美格智能,50.57,-0.69,63118.37,662022.18628,135.128,-0.23566378633150808,,,,
603356.SH,20250918,华菱精工,12.99,-0.69,5170.99,115591.10321700001,29.2992,0.0,,,,
600633.SH,20250918,浙数文化,14.41,-0.69,63826.26,935498.116476,305.5008,0.0689179875947632,,,,
002327.SZ,20250918,富安娜,7.2,-0.69,4663.23,269256.66912,11.0772,-0.13793103448275223,,,,
000672.SZ,20250918,上峰水泥,8.64,-0.69,10110.14,351344.565792,17.052,0.0,,,,
002176.SZ,20250918,江特电机,10.07,-0.69,186216.93,1475399.588081,606.6,-0.2958579881656931,,,,
000543.SZ,20250918,皖能电力,7.19,-0.69,25776.09,705075.838091,970.6635,0.6906077348066253,,,,
600379.SH,20250918,宝光股份,12.9,-0.69,29124.29,237726.9792,605.8131,0.9237875288683473,,,,
600694.SH,20250918,大商股份,18.62,-0.69,13735.34,389576.882968,19.4896,-0.05333333333333856,,,,
920068.BJ,20250918,XD天工股,19.97,-0.7,6654.9,122386.276802,10.513899,0.09945300845350946,,,,
301333.SZ,20250918,诺思格,56.98,-0.7,18533.16,214576.617332,66.8421,-0.43569187870338144,,,,
000800.SZ,20250918,一汽解放,7.11,-0.7,17463.63,764830.366002,62.4352,0.0,,,,
688550.SH,20250918,瑞联新材,45.48,-0.7,24372.96,426500.54754,28.6692,-0.545851528384278,,,,
603170.SH,20250918,宝立食品,14.19,-0.7,5140.16,188830.13292,9.7842,-0.7697690692792136,,,,
601156.SH,20250918,东航物流,15.61,-0.7,26138.3,914673.760042,24.3195,-0.1908396946564972,,,,
601518.SH,20250918,吉林高速,2.83,-0.7,8860.2,169071.814964,14.763,0.0,,,,
600488.SH,20250918,津药药业,4.24,-0.7,4276.04,203159.697944,20.972,0.23419203747074846,,,,
605555.SH,20250918,德昌股份,18.35,-0.7,42701.54,326206.62513000006,107.2512,0.7575757575757569,,,,
688538.SH,20250918,和辉光电-U,2.82,-0.7,46581.66,1170813.3090899999,224.9095,0.0,,,,
301248.SZ,20250918,杰创智能,28.2,-0.7,36744.55,278666.1255,248.685,-1.0563380281690016,,,,
603345.SH,20250918,安井食品,73.26,-0.7,42994.27,1611522.293238,195.517,0.0,,,,
600206.SH,20250918,有研新材,21.13,-0.7,152741.59,1196919.338932,198.729,0.09398496240602405,,,,
301195.SZ,20250918,北路智控,35.14,-0.71,10480.58,146611.75809,34.0032,0.08476970895734404,,,,
836260.BJ,20250918,中寰股份,14.05,-0.71,2468.32,55890.88033,0.7135,0.8480565371024706,,,,
920101.BJ,20250918,志高机械,47.76,-0.71,4288.71,97466.520888,4.3353,0.1455301455301372,,,,
836942.BJ,20250918,恒立钻具,42.1,-0.71,7724.52,134872.90299,22.85916,0.4716981132075526,,,,
833230.BJ,20250918,欧康医药,16.8,-0.71,3769.94,42709.002,26.715108,1.7730496453900457,,,,
601877.SH,20250918,正泰电器,27.93,-0.71,83493.45,2819472.551154,253.17,0.0,,,,
000927.SZ,20250918,中国铁物,2.79,-0.71,26319.59,528941.290122,118.5528,0.3558718861209842,,,,
300128.SZ,20250918,锦富技术,5.57,-0.71,41003.31,523790.05695399997,118.7982,-0.5347593582887722,,,,
002973.SZ,20250918,侨银股份,15.31,-0.71,14728.89,191855.850356,58.5216,-0.3891050583657574,,,,
002032.SZ,20250918,苏 泊 尔,49.87,-0.72,9023.48,666690.670679,25.5561,-0.23890105514632332,,,,
301393.SZ,20250918,昊帆生物,56.72,-0.72,22068.55,238818.2838,52.578,0.03500787677226391,,,,
600436.SH,20250918,片仔癀,200.0,-0.72,68599.96,5915891.34,118.885,0.0248200546041355,,,,
000777.SZ,20250918,中核科技,19.28,-0.72,18172.07,537799.497344,20.7687,-0.0514933058702427,,,,
688583.SH,20250918,思看科技,100.47,-0.72,13792.95,177630.970047,69.023,0.19762845849802257,,,,
600363.SH,20250918,联创光电,59.18,-0.72,75752.24,2123250.322644,162.0576,-0.050327126321092486,,,,
688633.SH,20250918,星球石墨,26.11,-0.72,5588.89,125645.137282,0.0,-100.0,,,,
002223.SZ,20250918,鱼跃医疗,38.4,-0.72,49407.67,2194132.67328,213.9004,0.0,,,,
920005.BJ,20250918,鼎佳精密,50.65,-0.73,6559.29,96235.0,1.02,-0.03920031360251652,,,,
000678.SZ,20250918,襄阳轴承,15.06,-0.73,36500.49,375073.31650200003,89.444,-0.06591957811470373,,,,
000757.SZ,20250918,浩物股份,5.47,-0.73,28029.92,202109.433854,172.3494,0.5444646098003769,,,,
002624.SZ,20250918,完美世界,19.14,-0.73,187066.92,2511250.185246,920.7117,0.051867219917012264,,,,
833346.BJ,20250918,威贸电子,31.39,-0.73,12037.34,87595.970327,60.410971999999994,-0.34788108791903305,,,,
300037.SZ,20250918,新宙邦,47.63,-0.73,132080.23,2200389.968557,322.246077,-0.9795748228428436,,,,
002405.SZ,20250918,四维图新,9.5,-0.73,106662.95,2021607.5145,286.7216,1.1494252873563093,,,,
603661.SH,20250918,恒林股份,32.39,-0.74,4832.34,128294.085435,3.5893,0.0,,,,
300632.SZ,20250918,光莆股份,13.47,-0.74,16383.44,243874.25840400002,35.8248,0.0,,,,
688052.SH,20250918,纳芯微,186.99,-0.74,100596.3,1882357.1429070001,235.858,0.010616838305566034,,,,
688578.SH,20250918,艾力斯,107.5,-0.74,65415.8,2371631.6535,109.0651,0.04616805170820637,,,,
600515.SH,20250918,海南机场,4.03,-0.74,61810.16,2217434.3131850003,94.0005,-0.24630541871920597,,,,
002201.SZ,20250918,九鼎新材,8.06,-0.74,17590.41,317897.16574200004,11.178,-0.24630541871920597,,,,
001331.SZ,20250918,胜通能源,13.36,-0.74,16897.19,94268.15999999999,151.76542,0.6686478454680511,,,,
601118.SH,20250918,海南橡胶,5.33,-0.74,25583.81,806709.237009,49.2048,-0.18621973929235924,,,,
688696.SH,20250918,极米科技,126.15,-0.75,17940.14,678534.6486450001,13.2631,-0.14162077104641346,,,,
688721.SH,20250918,龙图光罩,50.45,-0.75,18511.76,176597.62178000002,90.8635,-0.03934684241588826,,,,
000403.SZ,20250918,派林生物,17.26,-0.75,14980.63,1004333.7240240001,44.6666,-0.057504312823475345,,,,
603896.SH,20250918,寿仙谷,21.19,-0.75,3848.4,245259.15848200003,14.484,-0.23419203747072626,,,,
002985.SZ,20250918,北摩高科,26.44,-0.75,14973.66,442616.56202400004,19.7284,0.07507507507507061,,,,
688681.SH,20250918,科汇股份,17.16,-0.75,4292.22,114957.73146,10.993,0.0,,,,
600227.SH,20250918,赤天化,2.64,-0.75,10263.46,278625.82308,7.9235,-0.375939849624074,,,,
605128.SH,20250918,上海沿浦,42.11,-0.75,26937.15,560195.878105,18.5372,-0.7070469007777413,,,,
835670.BJ,20250918,数字人,17.07,-0.76,12407.69,93700.493784,163.69901299999998,3.662790697674412,,,,
833873.BJ,20250918,中设咨询,7.87,-0.76,5769.26,81221.167879,17.000807000000002,0.5044136191677095,,,,
601778.SH,20250918,晶科科技,3.92,-0.76,53424.49,1065288.957432,238.4316,0.25316455696202667,,,,
873527.BJ,20250918,夜光明,20.85,-0.76,3260.69,59535.06289500001,7.7441,-0.38077106139934314,,,,
300293.SZ,20250918,蓝英装备,24.72,-0.76,72491.28,422525.65322399995,903.805,-1.6459253311922883,,,,
600726.SH,20250918,华电能源,2.6,-0.76,14063.15,272157.95152,65.624,-0.7633587786259555,,,,
688309.SH,20250918,恒誉环保,24.61,-0.77,4552.74,100794.293501,12.9423,0.7661290322580561,,,,
002461.SZ,20250918,珠江啤酒,10.35,-0.77,7734.87,363345.06726,12.7002,-0.19175455417065335,,,,
601000.SH,20250918,唐山港,3.88,-0.77,17708.21,1002349.5194,65.6098,0.0,,,,
000735.SZ,20250918,罗 牛 山,6.46,-0.77,19501.25,584090.58677,36.6036,-0.3072196620583667,,,,
000338.SZ,20250918,潍柴动力,14.17,-0.77,136372.3,6955374.436959,862.512,0.0,,,,
688121.SH,20250918,卓然股份,12.88,-0.77,8079.99,164644.37024000002,27.9239,0.0,,,,
003009.SZ,20250918,中天火箭,48.87,-0.77,20526.66,277160.321052,19.1373,-0.3654822335025343,,,,
601718.SH,20250918,际华集团,3.85,-0.77,58775.49,843964.857505,208.6716,-0.5154639175257714,,,,
300863.SZ,20250918,卡倍亿,38.5,-0.77,21098.53,316026.61089999997,18.7008,0.4123711340206171,,,,
920682.BJ,20250918,球冠电缆,10.26,-0.77,6026.87,132356.343384,8.901,0.09671179883945502,,,,
600738.SH,20250918,丽尚国潮,5.12,-0.78,8754.1,198402.47500799998,30.591,-0.19379844961240345,,,,
600038.SH,20250918,中直股份,35.78,-0.78,37839.28,1353616.834158,172.8,-0.16638935108154174,,,,
300899.SZ,20250918,*ST凯鑫,28.1,-0.78,2947.19,93629.94746000001,8.742,-0.4237288135593209,,,,
002101.SZ,20250918,广东鸿图,14.03,-0.78,37642.7,456533.830333,95.5302,-0.35360678925036026,,,,
300693.SZ,20250918,盛弘股份,39.35,-0.78,92697.45,939892.335515,289.1943,0.025214321734767786,,,,
688179.SH,20250918,阿拉丁,12.64,-0.78,10183.2,222857.313824,23.9977,0.15698587127157548,,,,
002073.SZ,20250918,软控股份,8.82,-0.79,55753.76,746007.59079,104.4532,0.3374578177727683,,,,
688566.SH,20250918,吉贝尔,36.51,-0.79,16505.66,206430.17967299998,82.8222,0.9782608695652062,,,,
301275.SZ,20250918,汉朔科技,54.05,-0.79,19942.2,182645.75999999998,150.410014,1.5234948604992748,,,,
603069.SH,20250918,海汽集团,21.34,-0.79,23806.51,289198.1862,85.0771,-0.3719200371920084,,,,
002414.SZ,20250918,高德红外,11.29,-0.79,67479.73,1755681.6202669998,142.96694,0.0,,,,
600236.SH,20250918,桂冠电力,6.27,-0.79,8396.3,648334.809243,46.282,0.31645569620253333,,,,
688393.SH,20250918,安必平,27.58,-0.79,7479.74,151780.691314,11.3551,0.43201438848921025,,,,
688049.SH,20250918,炬芯科技,56.2,-0.79,68145.16,742493.39806,235.176,0.4060017652250725,,,,
300786.SZ,20250918,国林科技,16.22,-0.8,43374.72,220189.539628,706.752,0.06116207951070152,,,,
688499.SH,20250918,利元亨,72.27,-0.8,106741.8,811928.480715,192.171,-0.4941660947151649,,,,
603466.SH,20250918,风语筑,9.96,-0.8,16266.36,343943.71992000006,44.019,0.09960159362552012,,,,
601996.SH,20250918,丰林集团,2.49,-0.8,10932.02,164830.135584,51.175,-0.3984063745019806,,,,
430198.BJ,20250918,微创光电,11.2,-0.8,4286.55,76768.09056,1.2258,0.5314437555358875,,,,
300637.SZ,20250918,扬帆新材,13.69,-0.8,23081.64,199326.870936,74.258,0.5797101449275477,,,,
002362.SZ,20250918,汉王科技,24.85,-0.8,56143.78,408627.89324,2654.1,7.784431137724557,,,,
871753.BJ,20250918,天纺标,27.26,-0.8,3906.45,59337.90514,29.42775,0.07278020378456151,,,,
002859.SZ,20250918,洁美科技,32.22,-0.8,16856.48,608589.6061859999,112.104,-0.24630541871920597,,,,
600959.SH,20250918,江苏有线,3.71,-0.8,33449.82,879858.383369,29.3924,-0.2673796791443861,,,,
002596.SZ,20250918,海南瑞泽,3.71,-0.8,17495.43,306113.07424600003,52.275,0.2673796791443861,,,,
688153.SH,20250918,唯捷创芯,34.62,-0.8,30926.52,479646.26584799995,97.818,0.2865329512893977,,,,
603515.SH,20250918,欧普照明,17.3,-0.8,3143.85,190961.96547,12.006,-0.2293577981651529,,,,
603901.SH,20250918,永创智能,11.08,-0.81,23599.76,260370.23298,89.8875,0.71620411817368,,,,
000998.SZ,20250918,隆平高科,9.85,-0.81,18203.73,1070152.29849,48.0612,0.0,,,,
600925.SH,20250918,苏能股份,4.92,-0.81,6790.21,571984.4104800001,28.9664,0.0,,,,
688329.SH,20250918,艾隆科技,22.12,-0.81,9653.23,101059.644,34.3602,-0.08968609865470656,,,,
833030.BJ,20250918,立方控股,29.45,-0.81,4706.61,87535.86064,6.0967,0.16840687100032614,,,,
600664.SH,20250918,哈药股份,3.68,-0.81,16932.25,495060.409904,49.247,-0.26954177897573484,,,,
873223.BJ,20250918,荣亿精密,20.81,-0.81,19908.33,106117.07602899999,152.946687,-1.3822688274547135,,,,
002318.SZ,20250918,久立特材,22.01,-0.81,23471.78,1327558.912705,137.578,0.0,,,,
003026.SZ,20250918,中晶科技,35.44,-0.81,15717.23,232253.71513599998,21.444,0.02798768541842911,,,,
000538.SZ,20250918,云南白药,58.49,-0.81,70292.33,4213048.5679790005,368.15316,0.016957775139903042,,,,
002810.SZ,20250918,山东赫达,13.4,-0.81,8727.45,269538.17394,2.517086,0.22205773501109416,,,,
002550.SZ,20250918,千红制药,9.74,-0.81,34905.64,798777.4087660001,71.2932,0.0,,,,
